Year,Company Size,Industry,Experience,Title,Country,Salary (USD),City
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,85893.0,Calgary
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,50755.0,Vancouver Island and Coast
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,62467.0,Hamilton–Niagara Peninsula
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, mobile",Canada,62467.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, front-end",Canada,41385.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,41385.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, back-end",Canada,41385.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, mobile",Canada,39042.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,DevOps specialist,Canada,39050.0,Winnipeg
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Engineer, data",Canada,72618.0,Halifax
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, back-end",Canada,46850.0,Hamilton–Niagara Peninsula
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, QA or test",Canada,46850.0,Moncton–Richibucto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,70276.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,48720.0,Halifax
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,System administrator,Canada,51536.0,Winnipeg
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,Security professional,Canada,51536.0,Winnipeg
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,101119.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,70276.0,Kitchener–Waterloo–Barrie
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,63248.0,Kingston–Pembroke
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,46850.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,46850.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, QA or test",Canada,107734.0,Windsor-Sarnia
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,107734.0,Moncton–Richibucto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,74180.0,Kitchener–Waterloo–Barrie
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,74180.0,Kitchener–Waterloo–Barrie
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,74180.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Project manager,Canada,93701.0,London
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Product manager,Canada,89797.0,London
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,System administrator,Canada,89797.0,Halifax
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,78084.0,Kingston–Pembroke
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,66372.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,66372.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,66372.0,Montreal
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,33576.0,Montreal
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,33576.0,Montreal
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,33576.0,Montreal
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,64029.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,64419.0,Kingston–Pembroke
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,68324.0,Kitchener–Waterloo–Barrie
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Data scientist or machine learning specialist,Canada,85893.0,Montreal
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,88235.0,Calgary
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,98386.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,Educator,Canada,98386.0,Edmonton
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,85893.0,Calgary
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,85893.0,Calgary
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,42946.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, QA or test",Canada,81988.0,Ottawa
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,62467.0,Vancouver Island and Coast
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85893.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,88235.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Project manager,Canada,66372.0,London
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,78084.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,64810.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,System administrator,Canada,64810.0,London
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,70276.0,Kitchener–Waterloo–Barrie
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,62467.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,62467.0,Hamilton–Niagara Peninsula
2022,10 to 19 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,97605.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,Financial Services,5 to 9 years,Designer,Canada,43727.0,Kitchener–Waterloo–Barrie
2022,"10,000 or more employees",Financial Services,10 or more years,Data scientist or machine learning specialist,Canada,67152.0,Halifax
2022,"10,000 or more employees",Financial Services,10 or more years,Academic researcher,Canada,67152.0,Winnipeg
